# BUSCO version is: 5.5.0 
# The lineage dataset is: poxviridae_odb10 (Creation date: 2024-01-08, number of genomes: 39, number of BUSCOs: 18)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
14at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	106529	109999	+	1704.1	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	106558	110028	+	1704.1	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	106651	110121	+	1704.1	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	106619	110089	+	1704.1	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	106740	110210	+	1704.1	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	106252	109722	+	1703.8	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	106315	109785	+	1703.8	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	106376	109846	+	1703.8	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	106421	109891	+	1703.8	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	106252	109722	+	1703.8	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	106611	110081	+	1703.1	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	106576	110046	+	1701.8	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	106677	110147	+	1701.8	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
22at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	31712	34744	-	966.6	792	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	31775	34807	-	966.6	792	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	31836	34868	-	966.6	792	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	31890	34922	-	966.6	792	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	31712	34744	-	966.6	792	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	32045	35077	-	966.5	793	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	32063	35095	-	966.5	793	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	32150	35182	-	966.5	793	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	32117	35149	-	965.5	796	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	32206	35238	-	965.5	796	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	31989	35021	-	964.6	796	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	32022	35054	-	964.6	796	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	32101	35133	-	964.6	796	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
43at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	74817	77177	+	843.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	74851	77211	+	843.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	74919	77279	+	843.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	74503	76863	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	74566	76926	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	74781	77141	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	74627	76987	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	74810	77170	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	74900	77260	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	74870	77230	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	74671	77031	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	74989	77349	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	74503	76863	+	843.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
48at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	70279	72807	+	908.2	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	70111	72639	+	908.1	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	70174	72702	+	908.1	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	70235	72763	+	908.1	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	70111	72639	+	908.1	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	70386	72914	+	907.2	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	70415	72943	+	907.2	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	70505	73033	+	907.2	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	70475	73003	+	907.2	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	70594	73122	+	907.2	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	70425	72953	+	905.5	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	70459	72987	+	905.5	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	70527	73055	+	905.5	714	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
53at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	91056	93200	-	811.5	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	90888	93032	-	811.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	90951	93095	-	811.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	91012	93156	-	811.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	90888	93032	-	811.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	91214	93358	-	810.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	91316	93460	-	810.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	91166	93310	-	808.9	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	91195	93339	-	808.9	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	91288	93432	-	808.9	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	91255	93399	-	808.9	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	91377	93521	-	808.9	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	91245	93389	-	808.8	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
58at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	42714	44744	+	664.1	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	42744	44774	+	664.1	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	42820	44850	+	664.1	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	42664	44694	+	662.4	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	42694	44724	+	662.4	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	42791	44821	+	662.4	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	42775	44805	+	662.4	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	42880	44910	+	662.4	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	42561	44591	+	662.2	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	42383	44413	+	662.1	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	42446	44476	+	662.1	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	42507	44537	+	662.1	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
58at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	42383	44413	+	662.1	531	https://www.orthodb.org/v10?query=58at10240	RNA helicase
74at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	77276	79183	+	827.1	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	76860	78767	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	76923	78830	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	77138	79045	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	76984	78891	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	77167	79074	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	77257	79164	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	77227	79134	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	77028	78935	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	77174	79081	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	77346	79253	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	76860	78767	+	826.0	538	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
74at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	77208	79115	+	825.9	554	https://www.orthodb.org/v10?query=74at10240	Morph, VETF-s early transcription factor small
81at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	80732	82639	-	776.3	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	80795	82702	-	776.3	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	80856	82763	-	776.3	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	80732	82639	-	776.3	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	81129	83036	-	776.2	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	81218	83125	-	776.2	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	81010	82917	-	776.2	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	81039	82946	-	776.2	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	81099	83006	-	776.2	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	80900	82807	-	776.2	526	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	81046	82953	-	774.2	518	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	81080	82987	-	774.2	518	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
81at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	81148	83055	-	774.2	518	https://www.orthodb.org/v10?query=81at10240	Nucleoside triphosphatase I
118at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	83567	85216	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	83630	85279	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	83845	85494	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	83691	85340	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	83874	85523	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	83964	85613	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	83934	85583	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	83735	85384	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	84053	85702	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	83567	85216	-	595.8	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	83881	85530	-	595.5	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	83915	85564	-	595.5	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
118at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	83983	85632	-	595.5	454	https://www.orthodb.org/v10?query=118at10240	Rifampicin resistance protein
159at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	99529	100662	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	99592	100725	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	99653	100786	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	MN072622.1_Goatpox_virus_Turkey_goat	99698	100831	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	NC_004003.1_Goatpox_virus_Pellor_2000	99529	100662	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	99806	100939	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	MH381810.1_Goatpox_virus_AV41_China_Jan_2018_goat	99835	100968	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	99928	101061	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	99896	101029	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	100017	101150	-	300.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	99857	100990	-	300.8	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	99958	101091	-	300.8	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
159at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	99888	101021	-	298.9	249	https://www.orthodb.org/v10?query=159at10240	Myristylated protein, essential for entry/fusion (Cop-A16L)
269at10240	Duplicated	MN072624.1_Goatpox_virus_Sudan_goat	51900	52910	+	228.4	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	MN072623.1_Goatpox_virus_Oman_goat	51870	52880	+	228.2	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	MN072625.1_Goatpox_virus_Yemen_goat	51976	52986	+	228.2	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	KC951854.1_Goatpox_virus_FZ_China_10_Jan_2012_goat	51820	52830	+	227.9	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	MN072620.1_Goatpox_virus_India_goat	51947	52957	+	227.9	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	MN072621.1_Goatpox_virus_Vietnam_goat	51931	52941	+	227.9	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	MW020570.1_Goatpox_virus_V103_goat	52036	53046	+	227.9	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	AY077835.1_Goatpox_virus_Pellor_2000	51539	52549	+	227.6	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	AY077836.1_Goatpox_virus_G20_LKV_2000	51602	52612	+	227.6	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
269at10240	Duplicated	KX576657.1_Goatpox_virus_Gorgan_Iran_1965_goat	51663	52673	+	227.6	251	https://www.orthodb.org/v10?query=269at10240	Entry-fusion complex component, myristylprotein
