# BUSCO version is: 5.5.0 
# The lineage dataset is: poxviridae_odb10 (Creation date: 2024-01-08, number of genomes: 39, number of BUSCOs: 18)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10at10240	Duplicated	MN072629.1_Sheeppox_virus_Pendik_sheep	59727	63584	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	MN072630.1_Sheeppox_virus_Saudi_Arabia_sheep	59723	63580	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	MN072631.1_Sheeppox_virus_Turkey_vaccine_sheep	59725	63582	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	MT137384.1_Sheeppox_virus_Srinagar_passage_40_vaccine_India_2000_sheep	59700	63557	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	NC_004002.1_Sheeppox_virus_17077_99_1970_sheep	59559	63416	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	ON961655.1_Sheeppox_virus_Moscow_Russia_2018_ovine	59636	63493	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	ON961656.1_Sheeppox_virus_Moscow_Russia_2019_ovine	59448	63305	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	ON961657.1_Sheeppox_virus_Tula_Russia_2019_ovine	59449	63306	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	OQ434235.1_Sheeppox_virus_SPPV_Amur_Russia_2018_Russia_2018_Ovine	59469	63326	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	OQ434237.1_Sheeppox_virus_SPPV_Kostroma_Russia_2020_Russia_2020_Ovine	59471	63328	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	OQ434238.1_Sheeppox_virus_SPPV_Pskov_Russia_2019_Russia_2019_Ovine	59472	63329	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	OQ434239.1_Sheeppox_virus_SPPV_Tver_Russia_2019_Russia_2019_Ovine	59473	63330	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	OR239060.1_Sheeppox_virus_V330_United_Arab_Emirates_2017_sheep	59811	63668	+	1689.8	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	OQ434236.1_Sheeppox_virus_SPPV_Dagestan_Russia_2020_Russia_2020_Ovine	59472	63329	+	1688.7	1112	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
10at10240	Duplicated	MW167071.1_Sheeppox_virus_V293_Egypt_2018_sheep	59812	63669	+	1688.3	1104	https://www.orthodb.org/v10?query=10at10240	RNA polymerase Rpb1, domain 4
14at10240	Duplicated	AY077833.1_Sheeppox_virus_A_1987_sheep	106494	109964	+	1704.2	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072629.1_Sheeppox_virus_Pendik_sheep	106562	110032	+	1704.2	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	AY077832.1_Sheeppox_virus_10700_99_TU_V02127_1970_sheep	106394	109864	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	AY077834.1_Sheeppox_virus_NISKHI_1994	106297	109767	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	KT438550.1_Sheeppox_virus_SPPV_GH_China_11_Apr_2013_Ovis_aries	106565	110035	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	KT438551.1_Sheeppox_virus_SPPV_GL_China_11_Apr_2013_Ovis_aries	106561	110031	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072626.1_Sheeppox_virus_Abu_Gharib_Iraq_sheep	105834	109304	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072627.1_Sheeppox_virus_Saudi_Arabia_vaccine_sheep	105876	109346	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072628.1_Sheeppox_virus_Nigeria_sheep	106445	109915	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072630.1_Sheeppox_virus_Saudi_Arabia_sheep	106546	110016	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MN072631.1_Sheeppox_virus_Turkey_vaccine_sheep	106551	110021	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MT137384.1_Sheeppox_virus_Srinagar_passage_40_vaccine_India_2000_sheep	106524	109994	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MW020571.1_Sheeppox_virus_V104_sheep	106637	110107	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MW167070.1_Sheeppox_virus_V123_IndiaSurankote_2013_sheep	106564	110034	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	MW167071.1_Sheeppox_virus_V293_Egypt_2018_sheep	106644	110114	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	NC_004002.1_Sheeppox_virus_17077_99_1970_sheep	106394	109864	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	ON961655.1_Sheeppox_virus_Moscow_Russia_2018_ovine	106461	109931	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	ON961656.1_Sheeppox_virus_Moscow_Russia_2019_ovine	106273	109743	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	ON961657.1_Sheeppox_virus_Tula_Russia_2019_ovine	106274	109744	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	OQ434235.1_Sheeppox_virus_SPPV_Amur_Russia_2018_Russia_2018_Ovine	106296	109766	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	OQ434236.1_Sheeppox_virus_SPPV_Dagestan_Russia_2020_Russia_2020_Ovine	106296	109766	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	OQ434237.1_Sheeppox_virus_SPPV_Kostroma_Russia_2020_Russia_2020_Ovine	106296	109766	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	OQ434238.1_Sheeppox_virus_SPPV_Pskov_Russia_2019_Russia_2019_Ovine	106297	109767	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	OQ434239.1_Sheeppox_virus_SPPV_Tver_Russia_2019_Russia_2019_Ovine	106298	109768	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
14at10240	Duplicated	OR239060.1_Sheeppox_virus_V330_United_Arab_Emirates_2017_sheep	106646	110116	+	1704.0	1020	https://www.orthodb.org/v10?query=14at10240	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
22at10240	Duplicated	MN072627.1_Sheeppox_virus_Saudi_Arabia_vaccine_sheep	31327	34359	-	967.1	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	AY077833.1_Sheeppox_virus_A_1987_sheep	31927	34959	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	AY077834.1_Sheeppox_virus_NISKHI_1994	31731	34763	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	KT438550.1_Sheeppox_virus_SPPV_GH_China_11_Apr_2013_Ovis_aries	31999	35031	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	KT438551.1_Sheeppox_virus_SPPV_GL_China_11_Apr_2013_Ovis_aries	31995	35027	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072630.1_Sheeppox_virus_Saudi_Arabia_sheep	31983	35015	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072631.1_Sheeppox_virus_Turkey_vaccine_sheep	31984	35016	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MT137384.1_Sheeppox_virus_Srinagar_passage_40_vaccine_India_2000_sheep	31958	34990	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MW020571.1_Sheeppox_virus_V104_sheep	32071	35103	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MW167070.1_Sheeppox_virus_V123_IndiaSurankote_2013_sheep	31994	35026	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	ON961655.1_Sheeppox_virus_Moscow_Russia_2018_ovine	31895	34927	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	ON961656.1_Sheeppox_virus_Moscow_Russia_2019_ovine	31707	34739	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	ON961657.1_Sheeppox_virus_Tula_Russia_2019_ovine	31707	34739	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	OQ434235.1_Sheeppox_virus_SPPV_Amur_Russia_2018_Russia_2018_Ovine	31731	34763	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	OQ434236.1_Sheeppox_virus_SPPV_Dagestan_Russia_2020_Russia_2020_Ovine	31730	34762	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	OQ434237.1_Sheeppox_virus_SPPV_Kostroma_Russia_2020_Russia_2020_Ovine	31730	34762	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	OQ434238.1_Sheeppox_virus_SPPV_Pskov_Russia_2019_Russia_2019_Ovine	31730	34762	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	OQ434239.1_Sheeppox_virus_SPPV_Tver_Russia_2019_Russia_2019_Ovine	31731	34763	-	966.8	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	AY077832.1_Sheeppox_virus_10700_99_TU_V02127_1970_sheep	31819	34851	-	966.5	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072628.1_Sheeppox_virus_Nigeria_sheep	31878	34910	-	966.5	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072629.1_Sheeppox_virus_Pendik_sheep	31985	35017	-	966.5	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MW167071.1_Sheeppox_virus_V293_Egypt_2018_sheep	32072	35104	-	966.5	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	NC_004002.1_Sheeppox_virus_17077_99_1970_sheep	31819	34851	-	966.5	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	OR239060.1_Sheeppox_virus_V330_United_Arab_Emirates_2017_sheep	32070	35102	-	966.5	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
22at10240	Duplicated	MN072626.1_Sheeppox_virus_Abu_Gharib_Iraq_sheep	31287	34319	-	966.4	795	https://www.orthodb.org/v10?query=22at10240	DNA polymerase
43at10240	Duplicated	MN072630.1_Sheeppox_virus_Saudi_Arabia_sheep	74789	77149	+	845.5	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	AY077832.1_Sheeppox_virus_10700_99_TU_V02127_1970_sheep	74631	76991	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	AY077833.1_Sheeppox_virus_A_1987_sheep	74734	77094	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	AY077834.1_Sheeppox_virus_NISKHI_1994	74540	76900	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	KT438550.1_Sheeppox_virus_SPPV_GH_China_11_Apr_2013_Ovis_aries	74805	77165	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	KT438551.1_Sheeppox_virus_SPPV_GL_China_11_Apr_2013_Ovis_aries	74801	77161	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072626.1_Sheeppox_virus_Abu_Gharib_Iraq_sheep	74071	76431	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072627.1_Sheeppox_virus_Saudi_Arabia_vaccine_sheep	74112	76472	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072628.1_Sheeppox_virus_Nigeria_sheep	74684	77044	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072629.1_Sheeppox_virus_Pendik_sheep	74799	77159	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MN072631.1_Sheeppox_virus_Turkey_vaccine_sheep	74791	77151	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MT137384.1_Sheeppox_virus_Srinagar_passage_40_vaccine_India_2000_sheep	74766	77126	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MW020571.1_Sheeppox_virus_V104_sheep	74880	77240	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MW167070.1_Sheeppox_virus_V123_IndiaSurankote_2013_sheep	74803	77163	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	MW167071.1_Sheeppox_virus_V293_Egypt_2018_sheep	74884	77244	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	NC_004002.1_Sheeppox_virus_17077_99_1970_sheep	74631	76991	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	OQ434235.1_Sheeppox_virus_SPPV_Amur_Russia_2018_Russia_2018_Ovine	74536	76896	+	845.0	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	ON961655.1_Sheeppox_virus_Moscow_Russia_2018_ovine	74701	77061	+	844.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	ON961656.1_Sheeppox_virus_Moscow_Russia_2019_ovine	74513	76873	+	844.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	ON961657.1_Sheeppox_virus_Tula_Russia_2019_ovine	74514	76874	+	844.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	OQ434236.1_Sheeppox_virus_SPPV_Dagestan_Russia_2020_Russia_2020_Ovine	74537	76897	+	844.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	OQ434237.1_Sheeppox_virus_SPPV_Kostroma_Russia_2020_Russia_2020_Ovine	74536	76896	+	844.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	OQ434238.1_Sheeppox_virus_SPPV_Pskov_Russia_2019_Russia_2019_Ovine	74537	76897	+	844.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	OQ434239.1_Sheeppox_virus_SPPV_Tver_Russia_2019_Russia_2019_Ovine	74538	76898	+	844.8	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
43at10240	Duplicated	OR239060.1_Sheeppox_virus_V330_United_Arab_Emirates_2017_sheep	74883	77243	+	844.6	662	https://www.orthodb.org/v10?query=43at10240	DNA primase/nucleoside triphosphatase, C-terminal
48at10240	Duplicated	AY077832.1_Sheeppox_virus_10700_99_TU_V02127_1970_sheep	70239	72767	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	AY077833.1_Sheeppox_virus_A_1987_sheep	70342	72870	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	AY077834.1_Sheeppox_virus_NISKHI_1994	70148	72676	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	KT438550.1_Sheeppox_virus_SPPV_GH_China_11_Apr_2013_Ovis_aries	70413	72941	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	KT438551.1_Sheeppox_virus_SPPV_GL_China_11_Apr_2013_Ovis_aries	70409	72937	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072626.1_Sheeppox_virus_Abu_Gharib_Iraq_sheep	69679	72207	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072627.1_Sheeppox_virus_Saudi_Arabia_vaccine_sheep	69720	72248	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072628.1_Sheeppox_virus_Nigeria_sheep	70292	72820	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072629.1_Sheeppox_virus_Pendik_sheep	70407	72935	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072630.1_Sheeppox_virus_Saudi_Arabia_sheep	70397	72925	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MN072631.1_Sheeppox_virus_Turkey_vaccine_sheep	70399	72927	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MT137384.1_Sheeppox_virus_Srinagar_passage_40_vaccine_India_2000_sheep	70374	72902	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MW020571.1_Sheeppox_virus_V104_sheep	70488	73016	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MW167070.1_Sheeppox_virus_V123_IndiaSurankote_2013_sheep	70411	72939	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	MW167071.1_Sheeppox_virus_V293_Egypt_2018_sheep	70492	73020	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	NC_004002.1_Sheeppox_virus_17077_99_1970_sheep	70239	72767	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	ON961655.1_Sheeppox_virus_Moscow_Russia_2018_ovine	70309	72837	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	ON961656.1_Sheeppox_virus_Moscow_Russia_2019_ovine	70121	72649	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	ON961657.1_Sheeppox_virus_Tula_Russia_2019_ovine	70122	72650	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	OQ434235.1_Sheeppox_virus_SPPV_Amur_Russia_2018_Russia_2018_Ovine	70144	72672	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	OQ434236.1_Sheeppox_virus_SPPV_Dagestan_Russia_2020_Russia_2020_Ovine	70145	72673	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	OQ434237.1_Sheeppox_virus_SPPV_Kostroma_Russia_2020_Russia_2020_Ovine	70144	72672	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	OQ434238.1_Sheeppox_virus_SPPV_Pskov_Russia_2019_Russia_2019_Ovine	70145	72673	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	OQ434239.1_Sheeppox_virus_SPPV_Tver_Russia_2019_Russia_2019_Ovine	70146	72674	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
48at10240	Duplicated	OR239060.1_Sheeppox_virus_V330_United_Arab_Emirates_2017_sheep	70491	73019	+	907.7	706	https://www.orthodb.org/v10?query=48at10240	mRNA capping enzyme large subunit
53at10240	Duplicated	MN072627.1_Sheeppox_virus_Saudi_Arabia_vaccine_sheep	90511	92655	-	808.7	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	AY077832.1_Sheeppox_virus_10700_99_TU_V02127_1970_sheep	91030	93174	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	AY077833.1_Sheeppox_virus_A_1987_sheep	91130	93274	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	AY077834.1_Sheeppox_virus_NISKHI_1994	90933	93077	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	KT438550.1_Sheeppox_virus_SPPV_GH_China_11_Apr_2013_Ovis_aries	91201	93345	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	KT438551.1_Sheeppox_virus_SPPV_GL_China_11_Apr_2013_Ovis_aries	91197	93341	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072626.1_Sheeppox_virus_Abu_Gharib_Iraq_sheep	90470	92614	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072628.1_Sheeppox_virus_Nigeria_sheep	91080	93224	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072629.1_Sheeppox_virus_Pendik_sheep	91195	93339	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
53at10240	Duplicated	MN072630.1_Sheeppox_virus_Saudi_Arabia_sheep	91182	93326	-	807.1	587	https://www.orthodb.org/v10?query=53at10240	Early transcription factor large subunit VETF-L
